Gender,Age,Experience,Education Level,Test Score,Selected
Male,32,15,Bachelor,79,0
Female,52,9,Master,51,1
Male,46,24,Bachelor,58,0
Male,35,5,PhD,55,0
Female,57,8,PhD,67,0
Male,35,10,Bachelor,99,0
Male,27,19,High School,86,1
Other,24,14,Diploma,90,0
Male,19,3,PhD,91,1
Female,35,3,PhD,77,0
Female,59,19,Master,62,0
Male,52,11,Bachelor,59,0
Other,55,10,PhD,84,0
Female,27,17,Master,63,0
Female,37,4,Diploma,48,0
Other,27,0,Master,78,1
Male,30,17,Bachelor,60,0
Female,41,20,PhD,95,0
Male,59,24,Bachelor,43,1
Male,28,2,High School,82,0
Male,37,22,Master,42,0
Male,33,12,Diploma,75,1
Female,52,11,Diploma,52,0
Other,30,15,Bachelor,88,0
Female,26,8,Bachelor,70,1
Other,48,27,Bachelor,89,0
Male,53,14,Diploma,88,1
Other,31,7,Master,79,1
Male,29,9,Bachelor,74,1
Female,40,18,Master,96,0
Female,49,11,Bachelor,91,1
Other,18,3,Bachelor,66,0
Male,33,15,Diploma,79,0
Male,28,0,Diploma,42,1
Other,46,3,Master,61,0
Male,19,17,Bachelor,52,0
Male,33,29,Master,45,0
Male,33,27,PhD,72,0
Female,44,13,Diploma,91,1
Female,53,17,Diploma,49,0
Female,50,18,High School,77,1
Male,43,13,Diploma,48,1
Female,28,18,Bachelor,92,1
Male,24,3,High School,62,0
Male,55,0,PhD,71,0
Other,55,26,Master,82,0
Male,42,23,Bachelor,56,0
Female,25,19,High School,75,0
Female,45,21,High School,84,0
Male,23,10,PhD,60,1
Female,57,18,Master,62,0
Male,46,6,Bachelor,44,0
Other,20,26,High School,89,1
Male,53,28,Diploma,88,0
Male,23,27,High School,92,0
Other,18,1,PhD,60,0
Female,32,27,Master,49,1
Other,46,2,Master,75,1
Other,32,10,Bachelor,76,0
Male,29,19,PhD,98,0
Male,23,12,Bachelor,66,1
Other,54,2,PhD,80,0
Female,24,0,PhD,59,0
Other,57,21,Bachelor,43,1
Female,59,18,Bachelor,78,1
Other,56,0,Master,44,0
Other,56,7,Bachelor,73,0
Female,21,15,High School,42,0
Other,27,3,Diploma,53,0
Male,30,20,Diploma,55,0
Other,24,15,High School,65,1
Male,52,4,High School,58,0
Female,22,24,Bachelor,57,0
Female,35,2,High School,71,0
Male,24,18,Bachelor,73,0
Other,55,20,Master,84,1
Male,25,8,PhD,59,0
Male,56,4,Master,82,1
Female,59,24,Diploma,86,0
Male,43,18,Diploma,55,1
Other,23,28,Bachelor,52,1
Male,35,7,High School,57,0
Female,55,8,High School,52,1
Other,27,23,Diploma,91,0
Female,26,8,High School,82,0
Male,57,19,Diploma,74,0
Male,29,5,High School,51,1
Female,46,23,Master,64,0
Female,38,0,Diploma,92,1
Other,38,24,PhD,82,0
Female,44,9,Bachelor,59,1
Female,59,20,Bachelor,70,0
Male,29,28,Bachelor,50,0
Male,46,7,PhD,78,0
Female,43,2,High School,41,0
Female,43,14,Bachelor,49,1
Male,45,7,Diploma,93,1
Other,31,25,Master,59,0
Other,42,14,Master,88,1
Other,56,16,Master,71,1
Other,25,7,Diploma,78,0
Male,32,0,Master,64,0
Female,44,25,Bachelor,48,1
Other,58,15,High School,58,0
Male,52,18,Bachelor,50,1
Female,22,26,Master,86,1
Other,21,5,Bachelor,61,0
Female,38,13,PhD,46,0
Other,37,23,PhD,41,0
Female,23,13,Master,66,0
Other,46,10,Master,53,0
Other,57,8,PhD,55,0
Female,20,10,Bachelor,82,1
Female,53,2,PhD,70,1
Female,34,26,Diploma,56,0
Male,54,23,Diploma,91,1
Male,42,8,Bachelor,71,1
Female,52,24,PhD,83,0
Male,38,16,Bachelor,90,0
Other,19,6,Bachelor,56,0
Female,28,23,Diploma,74,0
Male,55,9,Diploma,94,1
Female,34,27,Bachelor,80,1
Other,48,7,Bachelor,47,0
Other,36,13,PhD,52,0
Male,46,10,Diploma,90,0
Other,30,19,Diploma,95,1
Female,38,13,Diploma,92,0
Male,54,29,Bachelor,42,1
Female,22,10,Master,64,0
Female,45,9,PhD,51,1
Female,32,23,High School,53,0
Other,44,19,Diploma,42,0
Female,21,9,Diploma,48,1
Other,55,16,Master,99,0
Female,20,13,Bachelor,62,0
Other,46,17,Master,92,0
Other,28,0,High School,92,1
Other,53,21,Diploma,54,0
Female,44,27,Diploma,55,0
Female,56,0,Bachelor,62,0
Other,52,8,Bachelor,98,1
Female,22,10,Bachelor,66,0
Other,33,5,High School,65,0
Female,38,13,Bachelor,73,0
Other,42,2,Bachelor,57,0
Other,47,16,High School,82,0
Male,20,7,PhD,43,0
Female,54,13,Master,69,0
Female,24,3,High School,51,1
Male,56,22,Master,69,1
Other,20,11,PhD,72,1
Other,58,5,PhD,86,1
Male,25,22,Diploma,54,0
Male,38,25,PhD,76,1
Other,35,29,Diploma,76,0
Female,27,4,Diploma,67,1
Male,37,16,PhD,75,0
Male,57,18,Master,88,0
Male,57,13,High School,46,0
Male,46,3,Bachelor,66,1
Male,47,11,PhD,95,1
Male,53,6,PhD,74,0
Other,49,3,Bachelor,76,1
Other,23,3,Bachelor,69,1
Male,36,7,Bachelor,47,0
Other,48,3,Bachelor,82,1
Female,50,23,PhD,55,0
Female,21,9,High School,93,0
Male,28,20,Bachelor,75,1
Female,23,0,Master,44,1
Female,29,20,Bachelor,98,1
Other,54,0,Bachelor,55,1
Other,48,3,PhD,45,0
Other,34,1,PhD,46,0
Other,21,10,Master,70,1
Female,32,3,Bachelor,58,1
Male,55,4,Diploma,47,0
Other,29,8,Bachelor,86,1
Female,27,27,Diploma,83,0
Other,23,10,Diploma,60,0
Female,39,13,High School,76,0
Other,58,19,High School,87,1
Male,48,12,PhD,41,1
Other,33,1,Bachelor,51,0
Male,25,12,Bachelor,61,1
Other,56,2,Bachelor,48,1
Other,53,0,Bachelor,94,0
Other,20,8,PhD,86,1
Female,46,18,Diploma,49,0
Female,20,22,Diploma,72,0
Male,27,9,High School,98,1
Male,49,21,High School,76,1
Female,38,21,High School,42,0
Male,23,0,High School,97,0
Male,49,11,High School,59,0
Female,45,29,Diploma,68,0
Female,21,19,Master,67,1
Female,47,0,PhD,46,0
Female,59,10,Bachelor,54,0
Other,34,5,Bachelor,89,1
Female,45,10,Bachelor,77,1
Male,56,4,Master,95,0
Other,27,19,High School,54,0
Other,18,24,PhD,74,0
Male,48,23,Master,65,0
Other,49,3,High School,62,0
Male,37,9,High School,72,0
Other,46,10,Diploma,84,0
Other,54,25,Master,71,1
Male,42,15,High School,60,1
Male,55,13,Master,46,0
Male,18,21,Master,62,0
Male,32,26,Master,54,0
Female,51,26,Diploma,63,0
Female,40,9,Diploma,58,0
Male,46,11,PhD,65,0
Female,30,11,High School,63,0
Male,19,28,High School,69,0
Male,57,29,Bachelor,53,0
Other,22,16,Diploma,78,1
Male,39,17,PhD,66,0
Male,32,11,Bachelor,78,0
Male,30,25,High School,44,0
Male,47,24,PhD,62,0
Other,42,13,High School,88,1
Male,38,23,High School,80,1
Other,34,7,Diploma,67,0
Male,53,25,Master,43,0
Other,56,13,Master,43,1
Female,51,21,High School,74,0
Other,58,3,Bachelor,70,0
Other,51,8,Diploma,93,1
Male,55,15,Bachelor,91,1
Other,55,14,Master,77,0
Other,43,3,High School,71,1
Male,19,27,Master,89,0
Female,51,13,High School,49,0
Female,55,10,Bachelor,87,0
Female,58,4,PhD,97,0
Other,53,6,Bachelor,73,1
Male,59,11,Diploma,61,1
Female,51,12,Diploma,90,1
Female,21,26,PhD,65,0
Female,28,19,Bachelor,47,0
Female,59,17,PhD,63,0
Male,30,28,PhD,60,0
Female,56,6,Master,89,1
Other,53,27,Bachelor,88,1
Other,22,16,PhD,76,0
Male,56,9,Master,69,0
Female,28,15,Master,82,0
Female,44,6,Diploma,87,0
Other,20,7,High School,57,0
Male,45,14,Diploma,88,0
Other,52,21,Bachelor,48,0
Male,54,1,Bachelor,70,1
Male,31,16,Diploma,88,0
Male,46,20,Master,82,0
Other,54,9,Bachelor,77,1
Male,34,23,High School,47,1
Other,31,7,Diploma,84,1
Other,48,9,Bachelor,70,1
Female,55,12,Bachelor,90,0
Other,22,19,High School,81,1
Other,35,2,Master,81,0
Female,35,24,Diploma,78,0
Female,32,22,Diploma,54,0
Female,21,29,Bachelor,89,1
Male,55,9,Bachelor,53,0
Male,58,20,Bachelor,91,1
Female,26,11,Diploma,57,0
Male,36,19,Bachelor,68,0
Female,42,24,Diploma,76,0
Male,37,15,Diploma,66,1
Other,31,7,PhD,73,0
Male,25,11,PhD,45,0
Male,26,7,High School,96,1
Other,38,10,High School,84,0
Female,51,13,Bachelor,93,0
Male,57,14,Bachelor,76,0
Male,58,3,PhD,73,0
Other,30,29,Master,50,0
Other,43,19,Master,41,0
Other,59,0,Diploma,94,0
Other,54,23,Bachelor,54,1
Female,47,17,PhD,50,1
Male,37,16,Bachelor,50,0
Male,24,8,Bachelor,89,1
Male,37,11,Bachelor,89,0
Male,33,24,High School,73,1
Female,19,2,Bachelor,87,1
Male,27,29,PhD,89,1
Female,58,18,PhD,69,0
Female,52,11,Diploma,52,0
Other,45,18,Master,83,1
Other,27,21,Master,95,1
Male,30,23,Bachelor,60,0
Female,39,2,PhD,68,0
Other,51,18,High School,78,0
Female,33,29,Diploma,78,1
Other,25,1,Diploma,66,0
Female,37,19,PhD,48,0
Male,27,18,Bachelor,61,1
Male,46,28,Diploma,42,1
Female,59,24,Master,43,1
Other,47,2,Bachelor,60,0
Other,41,10,Bachelor,67,0
Male,19,26,PhD,48,1
Male,51,11,High School,44,1
Male,59,2,High School,88,0
Other,38,8,Bachelor,53,0
Other,51,29,PhD,79,0
Male,49,4,Diploma,65,0
Female,47,26,Master,40,0
Other,31,8,Bachelor,52,0
Male,36,1,Bachelor,92,1
Female,47,29,Bachelor,94,0
Other,58,9,Bachelor,53,0
Female,44,29,Master,99,0
Female,33,0,Diploma,67,0
Other,42,4,PhD,42,0
Male,42,7,Diploma,50,1
Female,41,4,Diploma,94,0
Male,20,14,PhD,56,0
Other,41,25,Diploma,41,0
Female,28,8,Master,72,1
Female,49,16,PhD,62,0
Female,40,27,Bachelor,53,1
Female,29,7,Diploma,67,1
Female,56,9,Bachelor,91,1
Other,38,25,Bachelor,88,1
Female,54,27,Bachelor,97,0
Other,51,23,Master,40,0
Male,38,22,Diploma,94,1
Other,43,12,High School,60,0
Female,53,26,High School,77,1
Male,51,13,Bachelor,98,1
Other,26,29,PhD,62,0
Other,35,2,PhD,61,1
Other,59,29,Master,69,0
Female,56,7,Diploma,45,0
Female,47,21,Master,60,1
Other,20,2,Diploma,65,0
Other,19,11,High School,62,1
Male,20,25,PhD,79,0
Female,32,18,Bachelor,88,0
Female,58,1,Bachelor,41,0
Male,20,29,Diploma,91,0
Other,55,12,Diploma,45,0
Other,51,13,High School,55,1
Male,34,2,PhD,51,0
Other,20,7,High School,58,0
Other,24,3,Diploma,87,0
Male,48,18,Diploma,92,1
Male,27,14,PhD,43,0
Male,52,6,PhD,81,0
Other,45,21,Diploma,85,0
Male,37,6,Bachelor,78,0
Other,18,3,PhD,41,0
Female,59,3,PhD,78,0
Female,30,18,PhD,72,0
Male,25,29,Master,67,1
Other,41,8,Bachelor,49,0
Other,39,15,Diploma,82,0
Other,44,17,Diploma,92,0
Male,50,10,Master,75,0
Other,43,3,Bachelor,50,1
Other,20,18,Master,51,1
Other,47,3,Master,91,1
Female,55,22,High School,55,0
Other,27,27,Master,94,0
Female,23,18,High School,77,0
Other,34,4,High School,47,0
Other,24,3,Master,68,0
Other,31,15,PhD,82,0
Female,51,8,PhD,79,0
Other,23,21,PhD,47,1
Male,50,25,Master,70,0
Other,35,1,Bachelor,59,0
Female,23,18,Diploma,94,1
Female,35,19,PhD,93,1
Male,47,8,High School,95,1
Male,21,10,PhD,70,1
Male,42,14,Master,79,1
Female,20,4,Bachelor,55,0
Other,22,27,High School,95,1
Other,57,19,PhD,77,0
Male,22,2,Master,47,1
Male,27,4,PhD,95,1
Other,55,24,PhD,44,0
Male,37,18,PhD,84,0
Other,59,4,Bachelor,50,1
Other,30,3,Diploma,65,1
Other,59,11,PhD,40,0
Other,18,27,Diploma,47,0
Female,47,4,PhD,55,0
Other,53,6,High School,72,1
Male,55,11,Bachelor,79,1
Male,25,21,Bachelor,56,1
Male,26,14,High School,47,0
Male,58,20,Master,52,0
Female,50,19,Bachelor,50,1
Other,54,9,PhD,88,0
Other,23,15,Diploma,73,0
Male,34,3,High School,83,1
Male,40,15,Master,73,1
Male,54,21,PhD,86,1
Other,19,18,Bachelor,63,1
Female,35,6,Master,58,0
Female,55,4,High School,87,1
Female,45,7,PhD,58,0
Female,31,5,Master,49,0
Male,39,19,Master,80,1
Other,18,23,PhD,85,0
Male,59,1,Bachelor,62,0
Female,58,20,Bachelor,41,0
Male,56,25,High School,76,0
Female,25,4,Diploma,74,0
Other,44,1,Bachelor,42,0
Female,27,9,Bachelor,56,1
Male,51,1,High School,40,0
Other,58,12,Master,60,0
Female,50,21,Master,43,1
Female,54,14,Master,64,1
Other,25,11,Bachelor,86,1
Male,47,13,Diploma,40,0
Other,37,12,High School,44,0
Male,18,7,PhD,94,1
Female,24,2,Master,88,0
Female,28,9,Diploma,61,0
Other,56,17,High School,95,0
Female,24,21,PhD,90,1
Other,53,4,Master,52,1
Female,37,27,PhD,88,0
Female,50,11,PhD,43,1
Male,51,15,PhD,74,0
Other,40,5,High School,98,0
Other,41,7,Bachelor,74,0
Female,26,5,Bachelor,52,1
Male,40,10,High School,45,0
Male,34,3,Diploma,71,0
Other,56,21,Diploma,60,0
Other,51,28,Bachelor,59,0
Female,23,6,PhD,48,0
Other,20,8,High School,61,0
Female,55,6,High School,41,1
Male,55,23,Master,69,0
Other,25,12,High School,71,0
Male,57,23,Master,91,1
Male,26,16,PhD,68,1
Female,32,1,Bachelor,57,0
Male,47,20,Bachelor,67,0
Female,21,8,High School,49,0
Female,46,1,Diploma,59,0
Male,50,8,High School,65,1
Male,23,19,High School,97,0
Female,46,17,PhD,65,1
Female,36,9,PhD,74,1
Male,54,22,High School,55,0
Female,44,20,High School,66,0
Female,28,29,Bachelor,76,1
Other,59,2,Bachelor,57,0
Other,26,13,Master,47,1
Other,33,5,Master,99,0
Other,35,16,PhD,96,1
Other,30,18,Diploma,79,1
Female,24,11,Diploma,43,1
Female,34,20,Master,97,1
Other,26,20,Bachelor,56,0
Male,49,21,Master,89,0
Other,43,23,High School,50,1
Male,59,17,High School,80,0
Female,39,14,Master,70,0
Male,45,3,Diploma,70,0
Female,33,21,PhD,74,0
Male,53,4,Diploma,78,1
Female,42,12,Diploma,58,0
Female,45,28,Bachelor,53,0
Other,46,25,PhD,43,0
Female,59,24,Diploma,68,0
Other,18,8,PhD,56,0
Other,48,23,Diploma,71,0
Other,47,9,High School,83,0
Male,57,18,PhD,72,0
Male,42,26,PhD,66,1
Female,35,0,Bachelor,48,1
Other,54,6,Diploma,71,0
Other,26,11,High School,57,0
Female,32,29,High School,51,0
Other,46,1,High School,52,0
Female,54,14,Diploma,46,1
Other,22,27,High School,42,0
Male,26,23,High School,90,1
Female,54,24,Bachelor,55,1
Female,27,14,High School,68,0
Male,42,27,PhD,68,0
Female,55,26,PhD,51,0
Male,27,13,High School,50,1
Other,55,29,Diploma,82,0
Male,37,26,Diploma,48,0
Male,59,23,Master,79,0
Female,26,16,PhD,83,1
Other,20,1,Bachelor,79,1
Male,28,9,Bachelor,91,1
Other,21,14,Bachelor,48,0
Male,45,13,PhD,84,1
Female,58,2,Bachelor,65,0
Male,55,6,Diploma,95,1
Male,28,4,PhD,86,0
Other,49,28,Bachelor,50,0
Male,35,9,High School,94,0
Female,57,15,Master,41,0
Female,36,24,High School,91,1
Male,33,21,PhD,46,0
Male,20,24,Diploma,85,0
Other,30,25,High School,48,0
Other,54,10,Bachelor,45,0
Female,47,16,High School,43,0
Other,31,9,High School,86,0
Male,53,0,Diploma,79,0
Female,23,21,Diploma,87,0
Other,49,9,Bachelor,59,0
Female,58,16,PhD,61,1
Male,57,14,High School,68,0
Other,49,17,PhD,76,1
Male,29,27,Diploma,63,1
Male,56,9,PhD,49,0
Female,42,10,Master,84,0
Female,42,3,Bachelor,43,1
Female,25,17,High School,83,0
Other,59,25,Diploma,97,0
Other,52,19,High School,70,0
Female,23,0,High School,68,0
Other,21,19,Diploma,64,0
Other,52,8,Bachelor,41,1
Female,43,0,High School,56,0
Male,48,23,Master,88,1
Other,38,3,Bachelor,56,0
Other,41,26,Diploma,52,0
Male,27,8,High School,59,0
Male,24,25,Diploma,78,1
Male,43,20,PhD,93,0
Female,45,24,Bachelor,59,1
Male,19,28,Bachelor,44,0
Female,31,27,High School,75,0
Male,24,5,Bachelor,82,0
Male,34,8,Bachelor,69,0
Female,32,13,High School,99,1
Female,39,18,Bachelor,58,0
Male,49,21,Bachelor,97,1
Male,43,12,Master,96,0
Male,40,28,High School,95,0
Other,43,28,Master,85,0
Male,41,4,High School,96,0
Female,39,4,Master,88,0
Other,44,25,High School,66,1
Female,38,12,Master,59,0
Other,54,28,Bachelor,68,1
Other,25,15,PhD,43,0
Female,31,19,Master,82,1
Other,19,1,Bachelor,98,1
Female,24,25,Diploma,70,0
Male,44,1,PhD,49,0
Other,25,18,Bachelor,60,0
Female,21,22,Diploma,73,0
Other,27,20,High School,69,0
Female,27,7,PhD,60,0
Male,33,19,Master,77,1
Male,20,22,Bachelor,94,1
Other,40,1,PhD,63,0
Other,19,3,High School,98,0
Female,18,11,Diploma,81,0
Female,28,2,Master,74,0
Other,54,8,Master,51,0
Female,37,18,High School,53,1
Female,38,29,High School,97,0
Female,47,8,High School,81,0
Other,42,7,PhD,46,0
Male,34,24,Bachelor,71,0
Male,57,6,High School,66,0
Female,40,8,PhD,99,0
Other,36,18,Bachelor,59,0
Female,38,7,Diploma,76,1
Male,24,10,PhD,79,0
Female,23,7,Bachelor,65,1
Male,19,17,Master,96,1
Other,20,21,PhD,76,0
Female,58,5,Master,69,1
Other,28,20,Bachelor,88,1
Female,39,23,Diploma,70,1
Female,59,17,High School,73,0
Female,26,10,Master,60,1
Female,37,3,Diploma,67,1
Female,19,14,High School,50,0
Other,33,5,High School,70,0
Other,43,3,High School,90,1
Male,40,17,High School,49,0
Female,31,25,PhD,80,0
Male,38,8,High School,91,0
Other,40,21,Diploma,68,0
Male,29,24,Diploma,66,0
Other,21,5,PhD,74,1
Female,34,0,PhD,74,0
Male,48,22,Bachelor,95,1
Male,45,8,PhD,41,1
Male,56,27,High School,80,1
Male,53,13,High School,68,1
Female,31,21,Diploma,84,0
Other,48,4,Master,77,1
Other,50,14,PhD,65,0
Female,26,14,Bachelor,80,1
Other,39,2,Master,58,1
Male,53,24,Master,70,0
Female,47,9,Diploma,84,0
Other,26,5,High School,40,0
Female,26,18,PhD,61,0
Female,29,2,Diploma,63,0
Other,45,2,Master,70,0
Other,33,23,High School,47,0
Female,54,22,High School,72,0
Female,23,25,Bachelor,87,1
Other,26,21,Diploma,87,1
Female,51,5,PhD,87,0
Other,48,13,Bachelor,93,1
Female,24,14,Master,43,0
Female,49,16,Diploma,89,0
Female,41,7,Master,92,1
Other,47,4,Master,66,0
Male,59,29,Master,87,1
Other,43,6,Diploma,40,0
Female,50,21,High School,77,1
Male,43,1,High School,69,1
Male,36,23,High School,75,0
Female,18,16,Master,93,0
Other,37,29,High School,54,0
Male,55,4,High School,98,0
Male,29,5,Bachelor,92,1
Other,39,12,Diploma,81,0
Other,24,13,High School,80,0
Male,39,21,Diploma,84,1
Other,44,25,Master,77,0
Male,31,7,Master,50,1
Female,30,4,High School,40,0
Other,37,27,High School,73,0
Male,25,13,High School,60,1
Other,35,11,Bachelor,59,0
Other,21,10,Master,49,0
Male,40,17,Diploma,51,0
Female,40,8,Diploma,97,1
Male,21,20,High School,50,1
Other,58,25,Diploma,61,0
Male,19,18,Master,76,0
Other,39,18,Diploma,63,1
Male,18,0,PhD,69,0
Female,27,18,Diploma,89,0
Female,51,9,Bachelor,41,0
Female,48,5,High School,73,0
Female,31,2,High School,47,0
Male,36,1,Diploma,68,0
Female,46,28,Bachelor,50,1
Male,53,28,PhD,80,1
Other,47,13,Master,96,0
Other,28,23,Master,42,1
Other,47,20,High School,72,0
Female,39,13,High School,80,1
Female,19,11,Diploma,86,1
Female,56,13,PhD,42,0
Other,42,10,High School,91,0
Other,25,24,PhD,84,1
Other,49,26,High School,45,0
Other,24,0,Diploma,48,0
Male,39,19,High School,53,0
Male,46,14,Bachelor,69,0
Female,19,3,Bachelor,94,1
Female,55,9,Master,96,1
Other,32,27,PhD,72,0
Male,37,6,Master,79,1
Male,43,20,High School,58,0
Female,28,1,Bachelor,91,1
Male,40,18,Diploma,48,0
Female,58,7,PhD,67,1
Other,59,17,High School,46,1
Other,21,11,PhD,62,1
Female,21,21,Master,63,1
Other,18,12,Diploma,46,0
Other,40,11,Bachelor,77,0
Male,41,2,Bachelor,84,1
Male,44,21,Diploma,78,1
Male,24,5,High School,68,0
Male,51,13,Bachelor,80,1
Male,21,21,Master,60,0
Female,19,20,High School,59,0
Female,40,25,Master,40,0
Male,53,29,Bachelor,53,0
Other,39,3,Diploma,60,1
Other,27,27,High School,48,0
Female,59,16,PhD,95,0
Female,52,15,Master,53,0
Female,58,12,Diploma,50,0
Other,44,8,Bachelor,65,1
Female,41,3,Bachelor,60,0
Other,24,0,Diploma,57,1
Female,38,26,Master,66,0
Other,25,3,PhD,85,1
Female,53,15,Bachelor,40,0
Female,22,26,High School,46,0
Other,33,24,Bachelor,90,1
Female,35,26,PhD,91,0
Male,55,11,Diploma,96,1
Other,40,21,PhD,65,0
Female,54,11,Diploma,65,0
Other,38,1,Master,63,0
Female,39,24,High School,98,0
Male,30,15,High School,42,1
Female,53,21,High School,46,0
Female,28,1,Bachelor,43,0
Male,23,27,High School,84,0
Other,26,21,Diploma,97,0
Female,37,9,High School,91,1
Female,56,3,High School,84,1
Male,41,11,Diploma,79,1
Other,29,3,High School,86,0
Other,59,16,High School,66,0
Male,52,21,PhD,71,1
Male,56,21,Diploma,46,0
Female,42,25,PhD,51,1
Male,44,18,PhD,46,0
Male,59,17,High School,88,0
Male,18,8,Bachelor,91,1
Other,29,16,High School,53,0
Male,18,20,Diploma,40,0
Female,30,2,PhD,84,0
Female,56,2,Diploma,90,0
Female,57,12,Diploma,55,1
Male,23,5,PhD,48,0
Other,46,12,Bachelor,89,0
Male,21,15,Diploma,66,1
Male,40,1,Bachelor,81,0
Female,25,17,Master,45,0
Male,54,9,Bachelor,55,0
Other,19,0,Diploma,76,1
Female,21,14,High School,77,1
Other,40,3,High School,51,0
Other,38,17,High School,62,0
Other,43,18,High School,46,0
Male,57,1,PhD,41,1
Male,47,11,Bachelor,63,1
Male,50,1,High School,84,0
Male,39,0,High School,63,1
Female,29,15,High School,45,1
Male,23,3,PhD,94,0
Female,37,0,PhD,69,0
Other,24,24,PhD,53,1
Female,47,16,Master,53,1
Male,58,10,High School,93,0
Female,25,28,Master,54,0
Male,34,20,High School,50,0
Male,45,4,Master,48,1
Female,49,18,Bachelor,51,1
Female,26,18,High School,82,0
Other,21,24,PhD,54,0
Other,20,12,PhD,83,0
Other,53,22,Diploma,66,0
Other,24,12,Bachelor,72,1
Other,27,15,Master,53,1
Female,50,29,PhD,50,0
Other,31,1,High School,44,0
Female,35,27,PhD,78,0
Other,50,17,Bachelor,55,0
Male,43,12,PhD,72,0
Other,56,8,High School,77,0
Male,34,13,Bachelor,62,1
Female,45,6,Master,65,0
Other,19,24,Bachelor,55,1
Female,57,9,Bachelor,85,1
Other,54,22,High School,49,0
Female,49,3,Master,93,1
Other,44,2,Master,99,0
Other,48,20,PhD,92,1
Male,21,28,Diploma,41,0
Female,52,12,Bachelor,83,0
Female,49,21,Master,63,0
Female,28,29,Diploma,47,0
Female,40,26,Bachelor,64,0
Female,40,14,PhD,43,0
Male,56,13,Master,52,1
Other,52,21,Diploma,53,0
Male,34,8,Bachelor,79,1
Female,37,11,PhD,79,0
Female,49,24,Master,96,1
Other,55,29,Diploma,44,0
Male,22,2,High School,55,0
Other,32,8,Diploma,54,0
Other,49,8,High School,59,0
Male,51,9,PhD,73,0
Other,43,23,Diploma,85,0
Male,32,26,Master,80,0
Male,26,17,High School,47,1
Female,22,18,PhD,43,0
Other,51,28,High School,67,1
Female,50,17,Master,78,1
Other,38,2,Bachelor,72,1
Other,20,28,High School,54,0
Female,47,14,High School,92,1
Female,22,3,Master,82,1
Female,41,6,PhD,99,1
Male,33,4,Diploma,74,1
Other,23,3,Bachelor,56,0
Male,57,13,Master,88,1
Other,52,5,Bachelor,84,1
Other,43,4,Bachelor,58,0
Male,18,19,Master,69,0
Male,37,8,Bachelor,90,1
Other,28,25,High School,58,1
Female,37,16,Bachelor,60,0
Female,56,9,Bachelor,62,1
Female,21,19,PhD,78,1
Female,55,17,PhD,67,1
Other,59,19,Master,68,1
Female,47,26,PhD,44,0
Female,53,27,Bachelor,98,1
Female,39,18,PhD,47,1
Other,57,2,Master,67,0
Male,35,17,Diploma,89,0
Female,22,12,Master,48,0
Other,47,22,Master,77,1
Other,22,24,Master,70,0
Female,56,20,Diploma,45,0
Male,31,4,High School,43,0
Male,28,4,High School,41,0
Male,38,22,Master,56,1
Other,28,21,High School,49,1
Female,49,24,Bachelor,62,1
Female,46,11,Diploma,65,0
Other,20,25,PhD,70,1
Female,30,19,PhD,44,0
Female,23,1,PhD,71,0
Male,45,18,High School,95,0
Female,48,4,High School,55,0
Female,40,17,PhD,54,0
Other,55,20,Bachelor,54,0
Other,55,18,Bachelor,53,0
Male,23,5,Bachelor,60,0
Other,39,17,Master,65,0
Male,57,16,PhD,56,0
Male,51,12,Bachelor,55,1
Female,55,27,PhD,79,1
Male,55,7,Diploma,50,1
Female,24,26,Bachelor,51,0
Male,18,17,Diploma,53,1
Other,49,29,Master,70,0
Other,39,12,PhD,83,0
Other,57,27,Master,96,1
Male,20,9,Bachelor,61,1
Male,21,28,PhD,47,0
Female,34,0,Master,78,1
Female,52,13,High School,80,1
Female,40,9,PhD,49,0
Female,46,20,Bachelor,77,0
Male,19,12,Diploma,43,0
Male,23,9,PhD,81,1
Female,41,26,PhD,61,1
Male,19,6,High School,64,0
Male,29,23,PhD,55,0
Male,22,20,Diploma,46,0
Male,59,29,PhD,40,0
Female,32,19,High School,44,0
Female,30,16,Master,59,1
Male,27,26,PhD,86,0
Other,39,27,High School,64,1
Female,46,19,Bachelor,50,0
Female,24,13,Master,42,0
Other,39,29,Master,90,1
Female,21,26,Bachelor,63,0
Other,19,27,High School,77,1
Other,39,19,Diploma,49,0
Male,41,3,Bachelor,79,0
Female,43,6,Bachelor,87,0
Other,39,29,PhD,79,0
Male,22,27,PhD,90,1
Female,27,24,Diploma,44,0
Male,36,10,High School,61,1
Male,58,4,High School,87,1
Other,39,15,Master,74,0
Female,44,8,High School,58,0
Male,19,2,Master,66,0
Other,38,18,Master,91,0
Other,42,16,Bachelor,66,0
Male,39,6,High School,75,0
Male,26,22,PhD,75,0
Other,48,21,Diploma,74,0
Male,18,8,High School,59,1
Male,32,9,High School,87,0
Female,47,19,Master,73,0
Other,30,11,High School,44,0
Male,31,15,High School,93,0
Other,51,8,High School,46,0
Female,42,17,Master,87,1
Other,50,21,Bachelor,90,1
Other,38,17,Diploma,53,0
Other,49,29,High School,97,1
Female,33,2,High School,87,0
Female,22,23,High School,85,0
Other,44,0,PhD,47,0
Other,43,27,High School,76,1
Female,36,15,Diploma,48,0
Male,39,27,PhD,80,0
Female,27,24,PhD,97,1
Other,32,6,High School,65,0
Male,51,8,PhD,99,0
Male,47,29,Diploma,53,0
Male,52,2,Bachelor,61,0
Female,31,25,Bachelor,60,0
Female,40,9,High School,88,1
Female,24,11,Master,75,1
